timestamp,sample_id,temperature_c
2023-01-10 00:00:00,s0001,-4.971103711845357
2023-01-10 00:00:00,s0002,-4.8363861572400975
2023-01-10 00:00:00,s0003,-5.195435813960316
2023-01-10 00:00:00,s0004,-4.888595376860013
2023-01-10 00:00:00,s0005,-4.8934690127125595
2023-01-10 00:00:00,s0006,-5.447821535399642
2023-01-10 00:00:00,s0007,-5.2884393300514265
2023-01-10 00:00:00,s0008,-5.260081571584071
2023-01-10 00:00:00,s0009,-5.006879569186702
2023-01-10 00:00:00,s0010,-4.965944240758853
2023-01-10 00:00:00,s0011,-5.030475665610705
2023-01-10 00:00:00,s0012,-5.697624680085528
2023-01-10 00:00:00,s0013,-4.95360853211221
2023-01-10 00:00:00,s0014,-5.098521769901971
2023-01-10 00:00:00,s0015,-4.875310615995347
2023-01-10 00:00:00,s0016,-5.161649340418077
2023-01-10 00:00:00,s0017,-5.853852869580162
2023-01-10 00:00:00,s0018,-5.471672148968603
2023-01-10 00:00:00,s0019,-5.414759779723463
2023-01-10 00:00:00,s0020,-5.307217674971537
2023-01-10 00:00:00,s0021,-4.983857159848114
2023-01-10 00:00:00,s0022,-5.312677511750926
2023-01-10 00:00:00,s0023,-6.140600184404215
2023-01-10 00:00:00,s0024,-5.001921252612534
2023-01-10 00:00:00,s0025,-5.341217645599992
2023-01-10 00:00:00,s0026,-5.284701172467946
2023-01-10 00:00:00,s0027,-5.3571029816005264
2023-01-10 00:00:00,s0028,-4.943113303208106
2023-01-10 00:00:00,s0029,-5.029411032196439
2023-01-10 00:00:00,s0030,-5.232723262838631
2023-01-10 00:00:00,s0031,-6.794873978872109
2023-01-10 00:00:00,s0032,-5.513987612889554
2023-01-10 00:00:00,s0033,-5.27457919753316
2023-01-10 00:00:00,s0034,-4.702691987620293
2023-01-10 00:00:00,s0035,-5.625444502439526
2023-01-10 00:00:00,s0036,-5.7467954834779205
2023-01-10 00:00:00,s0037,-5.751374613791453
2023-01-10 00:00:00,s0038,-5.372434230689679
2023-01-10 00:00:00,s0039,-4.479080450440583
2023-01-10 00:00:00,s0040,-5.121189396418259
2023-01-10 00:00:00,s0041,-4.904556881267529
2023-01-10 00:00:00,s0042,-5.83443408792829
2023-01-10 00:00:00,s0043,-5.536033935656394
2023-01-10 00:00:00,s0044,-5.401293672429843
2023-01-10 00:00:00,s0045,-5.097790990833761
2023-01-10 00:00:00,s0046,-4.229496987611967
2023-01-10 00:00:00,s0047,-5.928441654069911
2023-01-10 00:00:00,s0048,-5.408342200794205
2023-01-10 00:00:00,s0049,-4.794985878871199
2023-01-10 00:00:00,s0050,-6.396188750766417
2023-01-10 00:00:00,s0051,-5.195994125517707
2023-01-10 00:00:00,s0052,-4.688851216895863
2023-01-10 00:00:00,s0053,-5.73935801956939
2023-01-10 00:00:00,s0054,-5.413451682112655
2023-01-10 00:00:00,s0055,-4.875791108335442
2023-01-10 00:00:00,s0056,-5.207463544491705
2023-01-10 00:00:00,s0057,-5.350330886244662
2023-01-10 00:00:00,s0058,-5.118540262544123
2023-01-10 00:00:00,s0059,-4.720023531794158
2023-01-10 00:00:00,s0060,-4.824355566244286
2023-01-10 00:00:00,s0061,-5.038324347917753
2023-01-10 00:00:00,s0062,-4.842996496742328
2023-01-10 00:00:00,s0063,-5.271112799202596
2023-01-10 00:00:00,s0064,-4.288694210986037
2023-01-10 00:00:00,s0065,-5.340366036908453
2023-01-10 00:00:00,s0066,-5.10781266214637
2023-01-10 00:00:00,s0067,-4.04875898658112
2023-01-10 00:00:00,s0068,-5.857158880038349
2023-01-10 00:00:00,s0069,-5.275345327199253
2023-01-10 00:00:00,s0070,-5.169662425601839
2023-01-10 00:00:00,s0071,-4.872194628198466
2023-01-10 00:00:00,s0072,-5.272219601432418
2023-01-10 00:00:00,s0073,-5.097036177751545
2023-01-10 00:00:00,s0074,-5.152906041212012
2023-01-10 00:00:00,s0075,-4.019077018596409
2023-01-10 00:00:00,s0076,-5.962399582646947
2023-01-10 00:00:00,s0077,-4.490767361147328
