timestamp,sample_id,temperature_c
2023-01-10 00:00:00,s0001,-5.202784793807782
2023-01-10 00:00:00,s0002,-5.4037860809121
2023-01-10 00:00:00,s0003,-5.30934191975076
2023-01-10 00:00:00,s0004,-4.9948268866798795
2023-01-10 00:00:00,s0005,-5.1841020126400155
2023-01-10 00:00:00,s0006,-5.082937006939501
2023-01-10 00:00:00,s0007,-4.983976227339346
2023-01-10 00:00:00,s0008,-5.297452438869285
2023-01-10 00:00:00,s0009,-4.958125550911061
2023-01-10 00:00:00,s0010,-5.071347218962484
2023-01-10 00:00:00,s0011,-5.555443926073446
2023-01-10 00:00:00,s0012,-4.752308562644129
2023-01-10 00:00:00,s0013,-5.335223423127077
2023-01-10 00:00:00,s0014,-5.681528602955558
2023-01-10 00:00:00,s0015,-5.498513112875893
2023-01-10 00:00:00,s0016,-5.4913135482034985
2023-01-10 00:00:00,s0017,-5.1693480044027424
2023-01-10 00:00:00,s0018,-5.267155151663873
2023-01-10 00:00:00,s0019,-5.28604959029218
2023-01-10 00:00:00,s0020,-4.999089410355259
2023-01-10 00:00:00,s0021,-5.083037391642191
2023-01-10 00:00:00,s0022,-5.090185638806717
2023-01-10 00:00:00,s0023,-5.062051462801395
2023-01-10 00:00:00,s0024,-5.000159599599331
2023-01-10 00:00:00,s0025,-5.817386002533235
2023-01-10 00:00:00,s0026,-5.294331475679341
2023-01-10 00:00:00,s0027,-5.8390630193468445
2023-01-10 00:00:00,s0028,-5.174182021960664
2023-01-10 00:00:00,s0029,-5.1863898916673055
2023-01-10 00:00:00,s0030,-4.8713403175630985
2023-01-10 00:00:00,s0031,-4.828709682183666
2023-01-10 00:00:00,s0032,-5.124167485524292
2023-01-10 00:00:00,s0033,-5.335108323219072
2023-01-10 00:00:00,s0034,-5.039451666236281
2023-01-10 00:00:00,s0035,-5.3433752911972965
2023-01-10 00:00:00,s0036,-5.185417795433007
2023-01-10 00:00:00,s0037,-4.889159104911772
2023-01-10 00:00:00,s0038,-5.352331403796829
2023-01-10 00:00:00,s0039,-4.943296408227252
2023-01-10 00:00:00,s0040,-4.981779589392311
2023-01-10 00:00:00,s0041,-5.471437545139249
2023-01-10 00:00:00,s0042,-4.892831761534782
2023-01-10 00:00:00,s0043,-4.975430096388551
2023-01-10 00:00:00,s0044,-5.154422233788205
2023-01-10 00:00:00,s0045,-5.413697037408298
2023-01-10 00:00:00,s0046,-5.442761805572673
2023-01-10 00:00:00,s0047,-5.346298773070909
2023-01-10 00:00:00,s0048,-5.022221661012415
2023-01-10 00:00:00,s0049,-5.471687550220421
2023-01-10 00:00:00,s0050,-5.053746325414041
2023-01-10 00:00:00,s0051,-5.55752665866352
2023-01-10 00:00:00,s0052,-5.246220575331657
2023-01-10 00:00:00,s0053,-5.1521056736277995
2023-01-10 00:00:00,s0054,-4.451460956482327
